user_chest,user_length,cloth_chest,cloth_length,fits
27.0,29.724741654245797,26.0,30.5,0
26.0,29.540004042108038,26.0,30.5,1
21.0,26.857093464401753,22.0,28.5,1
25.0,29.30124000980811,26.0,30.5,1
24.0,28.655788303279696,24.0,29.5,1
19.0,26.195393652563457,20.0,27.5,1
21.0,28.928379226416926,24.0,29.5,1
25.0,29.20124470342096,26.0,30.5,1
29.0,32.82180361282568,26.0,30.5,0
22.0,28.17898531983049,22.0,28.5,1
23.0,28.16865460762718,24.0,29.5,1
27.0,30.229729894895428,26.0,30.5,0
22.0,27.824431309486982,22.0,28.5,1
22.0,27.65679450499143,22.0,28.5,1
26.0,29.78587248613116,26.0,30.5,1
23.0,28.184661565548677,24.0,29.5,1
27.0,29.672303967442208,26.0,30.5,0
25.0,29.414685338907493,26.0,30.5,1
22.0,29.934956810077583,26.0,30.5,1
29.0,31.13259107108705,26.0,30.5,0
22.0,27.259960871011796,22.0,28.5,1
21.0,27.161813332431027,22.0,28.5,1
28.0,31.62528289480543,26.0,30.5,0
23.0,28.511164010940025,24.0,29.5,1
24.0,27.70713950840677,24.0,29.5,1
24.0,29.021357840228458,24.0,29.5,1
24.0,29.459466068490727,24.0,29.5,1
19.0,25.984941786641034,20.0,27.5,1
20.0,26.65231138256864,20.0,27.5,1
22.0,26.894379071099596,22.0,28.5,1
22.0,28.242431896016686,22.0,28.5,1
28.0,29.584360894367258,26.0,30.5,0
24.0,29.31317786110087,24.0,29.5,1
26.0,30.624662212416013,26.0,30.5,0
21.0,26.7243783139937,22.0,28.5,1
23.0,27.995063803194217,24.0,29.5,1
23.0,28.013721048648396,24.0,29.5,1
23.0,28.02385787051932,24.0,29.5,1
24.0,29.629279366688326,26.0,30.5,1
25.0,29.265162146642222,26.0,30.5,1
19.0,26.028601415474807,20.0,27.5,1
20.0,28.063704602001263,22.0,28.5,1
23.0,27.567939811424765,24.0,29.5,1
21.0,27.16120364683894,22.0,28.5,1
19.0,25.616763561077136,20.0,27.5,1
28.0,31.419288752770484,26.0,30.5,0
18.0,25.864022815235632,20.0,27.5,1
25.0,28.617350970107534,26.0,30.5,1
23.0,28.129637366486286,24.0,29.5,1
27.0,30.00896255371675,26.0,30.5,0
21.0,28.83957068953171,24.0,29.5,1
18.0,25.982154226670108,20.0,27.5,1
26.0,29.707205755607944,26.0,30.5,1
19.0,25.94313136896159,20.0,27.5,1
28.0,31.56712137759315,26.0,30.5,0
20.0,26.980926652639337,20.0,27.5,1
18.0,25.837653380137862,20.0,27.5,1
22.0,29.67156588214999,26.0,30.5,1
21.0,26.87594156873157,22.0,28.5,1
25.0,29.121119345483795,26.0,30.5,1
18.0,25.94143006000983,20.0,27.5,1
24.0,29.677397250211463,26.0,30.5,1
26.0,28.989166805978666,26.0,30.5,1
25.0,28.726792874794402,26.0,30.5,1
29.0,31.094308446000976,26.0,30.5,0
24.0,28.816412659233357,24.0,29.5,1
23.0,28.496996566573745,24.0,29.5,1
27.0,30.16956472385653,26.0,30.5,0
23.0,27.656311370055487,24.0,29.5,1
26.0,29.738028016821648,26.0,30.5,1
27.0,30.08762395360659,26.0,30.5,0
27.0,30.293819309517982,26.0,30.5,0
26.0,29.38793481104112,26.0,30.5,1
22.0,28.137370420992283,22.0,28.5,1
22.0,27.765963842464533,22.0,28.5,1
21.0,28.81497568550146,24.0,29.5,1
28.0,31.643394595853177,26.0,30.5,0
20.0,27.10034327075741,20.0,27.5,1
27.0,29.65457187222192,26.0,30.5,0
26.0,29.978033591863902,26.0,30.5,1
19.0,26.30172692372978,20.0,27.5,1
26.0,29.8930145259629,26.0,30.5,1
26.0,30.35395748326656,26.0,30.5,1
22.0,27.74123938496119,22.0,28.5,1
20.0,27.020135146926496,20.0,27.5,1
23.0,28.044362456534504,24.0,29.5,1
23.0,27.56123974068891,24.0,29.5,1
27.0,29.61135564146518,26.0,30.5,0
20.0,27.390906153062485,20.0,27.5,1
23.0,27.63079321734932,24.0,29.5,1
30.0,32.18228058843502,26.0,30.5,0
28.0,31.50425109946093,26.0,30.5,0
29.0,31.71166253458571,26.0,30.5,0
22.0,28.871348767065786,24.0,29.5,1
27.0,31.4463913291894,26.0,30.5,0
22.0,28.159729767267102,22.0,28.5,1
20.0,27.055214287523214,20.0,27.5,1
24.0,28.750724865756183,24.0,29.5,1
24.0,28.646140145412733,24.0,29.5,1
21.0,27.3963325142206,22.0,28.5,1
24.0,29.295664203702643,24.0,29.5,1
26.0,30.312158340685365,26.0,30.5,1
21.0,27.31970584944648,22.0,28.5,1
25.0,30.730115755490157,26.0,30.5,0
21.0,27.235688655841354,22.0,28.5,1
18.0,26.499359339497033,20.0,27.5,1
20.0,28.28538506298139,22.0,28.5,1
18.0,25.648432509710904,20.0,27.5,1
26.0,30.328305792645292,26.0,30.5,1
26.0,29.81536783191939,26.0,30.5,1
19.0,26.474777574199962,20.0,27.5,1
24.0,29.73855006921531,26.0,30.5,1
24.0,28.940007413647237,24.0,29.5,1
18.0,25.542521014610173,20.0,27.5,1
27.0,31.044797863632684,26.0,30.5,0
25.0,29.352370629273537,26.0,30.5,1
24.0,28.61438513068415,24.0,29.5,1
27.0,29.900298982750144,26.0,30.5,0
25.0,29.03760791652826,26.0,30.5,1
25.0,28.58727892988807,26.0,30.5,1
28.0,31.864636555729057,26.0,30.5,0
18.0,25.642809634683182,20.0,27.5,1
24.0,28.738715608300716,24.0,29.5,1
19.0,26.18688159920288,20.0,27.5,1
26.0,29.768991034670318,26.0,30.5,1
22.0,29.225069548685003,24.0,29.5,1
18.0,25.997065277427282,20.0,27.5,1
29.0,31.57893106910733,26.0,30.5,0
25.0,29.000369058569014,26.0,30.5,1
20.0,26.648649415411366,20.0,27.5,1
19.0,25.67550964024685,20.0,27.5,1
27.0,29.71650050950664,26.0,30.5,0
21.0,27.36190538827729,22.0,28.5,1
23.0,27.75726155149175,24.0,29.5,1
20.0,28.124266255671543,22.0,28.5,1
21.0,27.15747541193759,22.0,28.5,1
29.0,31.903098269191887,26.0,30.5,0
22.0,27.01187835385206,22.0,28.5,1
29.0,30.563033046051324,26.0,30.5,0
23.0,28.42757474536715,24.0,29.5,1
27.0,30.13475839252988,26.0,30.5,0
18.0,25.845001354617963,20.0,27.5,1
18.0,26.279265004193757,20.0,27.5,1
27.0,29.903414334969252,26.0,30.5,0
22.0,29.388323850851314,24.0,29.5,1
23.0,27.530115584677155,24.0,29.5,1
29.0,32.879894903601944,26.0,30.5,0
26.0,28.84754002749391,26.0,30.5,1
24.0,28.101550316144,24.0,29.5,1
25.0,29.15203872988263,26.0,30.5,1
18.0,25.780837628985957,20.0,27.5,1
27.0,29.60448856564788,26.0,30.5,0
23.0,27.659162109391815,24.0,29.5,1
22.0,28.296058197118814,22.0,28.5,1
24.0,29.972983227268642,26.0,30.5,1
22.0,28.725977273110207,24.0,29.5,1
27.0,31.211398901370778,26.0,30.5,0
26.0,30.274913553455274,26.0,30.5,1
21.0,26.845702716025997,22.0,28.5,1
19.0,26.064454874343323,20.0,27.5,1
27.0,29.877007789564452,26.0,30.5,0
23.0,28.72252414141127,24.0,29.5,1
24.0,30.946070148406047,26.0,30.5,0
30.0,30.66834193508586,26.0,30.5,0
24.0,28.54546939509611,24.0,29.5,1
22.0,27.754085732229736,22.0,28.5,1
26.0,29.81189652539441,26.0,30.5,1
23.0,29.48127285809231,24.0,29.5,1
23.0,27.88393279356725,24.0,29.5,1
26.0,31.080797123506585,26.0,30.5,0
20.0,26.72964418517778,20.0,27.5,1
27.0,31.288779452540584,26.0,30.5,0
26.0,30.332701247812995,26.0,30.5,1
24.0,28.523238504358616,24.0,29.5,1
21.0,27.0594975695491,22.0,28.5,1
23.0,28.424022035494602,24.0,29.5,1
27.0,29.524798000417107,26.0,30.5,0
26.0,29.12419809876745,26.0,30.5,1
24.0,28.749040400957327,24.0,29.5,1
29.0,30.977096787562093,26.0,30.5,0
19.0,25.906437076807755,20.0,27.5,1
26.0,30.425394969033352,26.0,30.5,1
24.0,28.57601431586468,24.0,29.5,1
24.0,29.45833864452651,24.0,29.5,1
28.0,29.81019938831055,26.0,30.5,0
28.0,31.716332278737738,26.0,30.5,0
25.0,30.67902398984185,26.0,30.5,0
24.0,28.520504280264692,24.0,29.5,1
30.0,31.898830795340288,26.0,30.5,0
20.0,26.720565594879577,20.0,27.5,1
24.0,29.14058808117364,24.0,29.5,1
22.0,27.501832895678945,22.0,28.5,1
18.0,25.97979083742821,20.0,27.5,1
24.0,28.567378669162206,24.0,29.5,1
26.0,31.584465652258874,26.0,30.5,0
19.0,26.036431426077403,20.0,27.5,1
22.0,29.405302021818006,24.0,29.5,1
19.0,25.760597263730073,20.0,27.5,1
27.0,30.729667404676725,26.0,30.5,0
25.0,29.115971581864812,26.0,30.5,1
24.0,28.626331686770843,24.0,29.5,1
28.0,29.59251104501448,26.0,30.5,0
25.0,29.47350455692167,26.0,30.5,1
27.0,30.768947821223705,26.0,30.5,0
21.0,27.418341683573985,22.0,28.5,1
18.0,25.68888743096861,20.0,27.5,1
27.0,30.165586626994582,26.0,30.5,0
21.0,27.0458093878174,22.0,28.5,1
25.0,29.533303373182104,26.0,30.5,1
25.0,29.77448448173408,26.0,30.5,1
18.0,26.395481468730033,20.0,27.5,1
22.0,26.82250341793905,22.0,28.5,1
20.0,27.310512806497034,20.0,27.5,1
22.0,28.578243572250706,24.0,29.5,1
26.0,30.071583832384523,26.0,30.5,1
18.0,26.000827905522737,20.0,27.5,1
24.0,28.555602538169143,24.0,29.5,1
24.0,28.79582722461937,24.0,29.5,1
22.0,27.182460972317546,22.0,28.5,1
27.0,30.18200316839908,26.0,30.5,0
21.0,26.93817433579559,22.0,28.5,1
23.0,28.119790946906456,24.0,29.5,1
22.0,29.762153155596422,26.0,30.5,1
23.0,29.865603329784307,26.0,30.5,1
25.0,28.602986339331082,26.0,30.5,1
26.0,28.72463644964436,26.0,30.5,1
25.0,28.676689187521603,26.0,30.5,1
24.0,28.667149972010627,24.0,29.5,1
27.0,30.488197482556842,26.0,30.5,0
22.0,29.53555713825452,26.0,30.5,1
23.0,28.198188508022138,24.0,29.5,1
22.0,28.224535544802947,22.0,28.5,1
25.0,29.785509953428733,26.0,30.5,1
29.0,32.60126997762745,26.0,30.5,0
22.0,28.35612442728015,22.0,28.5,1
26.0,29.70977587707227,26.0,30.5,1
20.0,26.832722240604994,20.0,27.5,1
19.0,25.65160017966201,20.0,27.5,1
24.0,28.191877044249846,24.0,29.5,1
27.0,29.809965834137042,26.0,30.5,0
25.0,29.960349957820046,26.0,30.5,1
29.0,30.667263479431398,26.0,30.5,0
26.0,29.79637902699444,26.0,30.5,1
23.0,27.61058889377668,24.0,29.5,1
26.0,29.992216203609964,26.0,30.5,1
27.0,29.87710340501907,26.0,30.5,0
22.0,28.417959705473557,22.0,28.5,1
23.0,28.352540392565448,24.0,29.5,1
26.0,29.599406779228048,26.0,30.5,1
26.0,30.243125121591646,26.0,30.5,1
20.0,26.7690544554047,20.0,27.5,1
25.0,28.9757922399645,26.0,30.5,1
30.0,32.91015399971348,26.0,30.5,0
27.0,30.486539499071103,26.0,30.5,0
24.0,29.351576365916998,24.0,29.5,1
24.0,29.704887987066577,26.0,30.5,1
29.0,32.978413931068594,26.0,30.5,0
21.0,27.350686203300196,22.0,28.5,1
27.0,29.615619501593947,26.0,30.5,0
29.0,30.598969966395856,26.0,30.5,0
25.0,29.097126212388194,26.0,30.5,1
25.0,29.4875201075735,26.0,30.5,1
22.0,28.336146539665503,22.0,28.5,1
23.0,28.135733895648727,24.0,29.5,1
28.0,31.849312687582902,26.0,30.5,0
26.0,30.09492406716875,26.0,30.5,1
20.0,27.467177916796324,20.0,27.5,1
30.0,32.08659221059469,26.0,30.5,0
25.0,28.8485892076157,26.0,30.5,1
27.0,31.765207246675892,26.0,30.5,0
24.0,30.290137425155184,26.0,30.5,1
28.0,31.67465779747701,26.0,30.5,0
22.0,27.853727931346484,22.0,28.5,1
25.0,28.818901875193443,26.0,30.5,1
22.0,27.39923634847914,22.0,28.5,1
22.0,28.22471533479809,22.0,28.5,1
25.0,28.552345996393694,26.0,30.5,1
18.0,26.13161037869401,20.0,27.5,1
24.0,29.120559032694242,24.0,29.5,1
18.0,26.113145821693855,20.0,27.5,1
24.0,29.18039016595158,24.0,29.5,1
25.0,29.08144695482886,26.0,30.5,1
21.0,26.668697721790565,22.0,28.5,1
27.0,29.519322968417097,26.0,30.5,0
29.0,30.600629340980586,26.0,30.5,0
23.0,27.6040346603901,24.0,29.5,1
20.0,28.930571175756086,24.0,29.5,1
26.0,30.49487632460404,26.0,30.5,1
20.0,26.583017784577947,20.0,27.5,1
30.0,32.89361907821373,26.0,30.5,0
24.0,29.429143444705993,24.0,29.5,1
25.0,29.11370053338746,26.0,30.5,1
22.0,28.43003631917962,22.0,28.5,1
26.0,29.958364917280143,26.0,30.5,1
29.0,32.127637075699056,26.0,30.5,0
27.0,31.999060178538464,26.0,30.5,0
26.0,30.252871093247855,26.0,30.5,1
21.0,26.710519623836653,22.0,28.5,1
23.0,27.770557439827723,24.0,29.5,1
21.0,27.10149213126995,22.0,28.5,1
23.0,28.151776064873253,24.0,29.5,1
22.0,28.476218807319416,22.0,28.5,1
23.0,28.326363673637157,24.0,29.5,1
21.0,26.626446913424733,22.0,28.5,1
29.0,31.220396292329845,26.0,30.5,0
27.0,29.97979675203177,26.0,30.5,0
21.0,28.80917452986416,24.0,29.5,1
27.0,29.745064169877534,26.0,30.5,0
18.0,26.45347890062805,20.0,27.5,1
26.0,30.375412414642767,26.0,30.5,1
18.0,26.327040874142774,20.0,27.5,1
28.0,31.624608891486748,26.0,30.5,0
28.0,31.905786216604856,26.0,30.5,0
26.0,29.84836272602627,26.0,30.5,1
25.0,30.83836381242059,26.0,30.5,0
18.0,25.942057999667302,20.0,27.5,1
20.0,27.260907858859944,20.0,27.5,1
19.0,26.354044143656612,20.0,27.5,1
29.0,31.267476108023086,26.0,30.5,0
28.0,31.65445142608516,26.0,30.5,0
25.0,30.07077810789543,26.0,30.5,1
24.0,28.72403612859894,24.0,29.5,1
20.0,28.476992083096526,22.0,28.5,1
22.0,28.48861810861177,22.0,28.5,1
27.0,29.640029018073893,26.0,30.5,0
26.0,29.864620229225018,26.0,30.5,1
18.0,25.767164605409366,20.0,27.5,1
19.0,25.819165400247424,20.0,27.5,1
24.0,28.53602219188026,24.0,29.5,1
25.0,29.00978059591261,26.0,30.5,1
18.0,26.094714681505327,20.0,27.5,1
22.0,27.876779036592758,22.0,28.5,1
21.0,26.758489419306265,22.0,28.5,1
23.0,28.249179921108304,24.0,29.5,1
21.0,28.9038930153154,24.0,29.5,1
20.0,26.759379215231924,20.0,27.5,1
24.0,28.63703116227107,24.0,29.5,1
23.0,28.19531654489567,24.0,29.5,1
22.0,28.845965324151642,24.0,29.5,1
18.0,25.75624397765954,20.0,27.5,1
23.0,29.948273084087887,26.0,30.5,1
20.0,26.8846430589696,20.0,27.5,1
19.0,26.11103591756395,20.0,27.5,1
28.0,30.795731788033457,26.0,30.5,0
22.0,28.655687597573845,24.0,29.5,1
29.0,31.640227892949078,26.0,30.5,0
21.0,26.56402276769459,22.0,28.5,1
29.0,32.1355988979791,26.0,30.5,0
21.0,26.83661009569115,22.0,28.5,1
22.0,27.50067365709329,22.0,28.5,1
26.0,30.295165598565564,26.0,30.5,1
27.0,30.260535143133453,26.0,30.5,0
25.0,28.53320215058388,26.0,30.5,1
26.0,30.21463773645233,26.0,30.5,1
25.0,29.449030187444528,26.0,30.5,1
24.0,29.250537354852277,24.0,29.5,1
23.0,28.131370418543483,24.0,29.5,1
28.0,30.805376000383227,26.0,30.5,0
21.0,27.07440002523616,22.0,28.5,1
20.0,26.614579820557474,20.0,27.5,1
18.0,25.95717137191906,20.0,27.5,1
25.0,29.916352352105783,26.0,30.5,1
18.0,26.125779292572542,20.0,27.5,1
21.0,27.375221655369362,22.0,28.5,1
20.0,28.970062290636683,24.0,29.5,1
24.0,28.619477542733268,24.0,29.5,1
25.0,30.757688232843428,26.0,30.5,0
28.0,31.34605430430322,26.0,30.5,0
24.0,28.45960049341965,24.0,29.5,1
18.0,26.421294534996296,20.0,27.5,1
19.0,25.50470508362854,20.0,27.5,1
30.0,31.62462784674451,26.0,30.5,0
21.0,26.74484554163764,22.0,28.5,1
30.0,31.670218103108258,26.0,30.5,0
21.0,26.648058779777813,22.0,28.5,1
22.0,28.22891664664457,22.0,28.5,1
20.0,27.01459950258999,20.0,27.5,1
29.0,31.969476971912485,26.0,30.5,0
18.0,25.530521723494697,20.0,27.5,1
26.0,30.567584219522256,26.0,30.5,0
24.0,28.265616234110844,24.0,29.5,1
26.0,29.51468391896475,26.0,30.5,1
28.0,29.763107550510416,26.0,30.5,0
26.0,29.55771130600366,26.0,30.5,1
24.0,29.36374789520182,24.0,29.5,1
27.0,31.53216277285455,26.0,30.5,0
28.0,32.333155591057974,26.0,30.5,0
26.0,29.830144260346938,26.0,30.5,1
22.0,28.02764940995186,22.0,28.5,1
22.0,28.092868815408956,22.0,28.5,1
27.0,31.599247175391117,26.0,30.5,0
18.0,25.57419844686662,20.0,27.5,1
24.0,28.166176535921508,24.0,29.5,1
28.0,32.895847092284086,26.0,30.5,0
28.0,31.604980194956624,26.0,30.5,0
24.0,29.38953227550236,24.0,29.5,1
25.0,30.828191242029753,26.0,30.5,0
28.0,30.63639754121078,26.0,30.5,0
20.0,27.17841394087782,20.0,27.5,1
26.0,30.286809904537133,26.0,30.5,1
29.0,32.22858236407412,26.0,30.5,0
22.0,28.234558569615142,22.0,28.5,1
23.0,27.73984712572036,24.0,29.5,1
25.0,28.899709218531118,26.0,30.5,1
22.0,28.310634170383207,22.0,28.5,1
20.0,26.58874433516937,20.0,27.5,1
19.0,26.20295314817414,20.0,27.5,1
18.0,25.624483714966217,20.0,27.5,1
21.0,26.964999570897035,22.0,28.5,1
24.0,30.655143926419044,26.0,30.5,0
21.0,27.461019882511106,22.0,28.5,1
24.0,29.0945805633834,24.0,29.5,1
23.0,28.044236907338714,24.0,29.5,1
27.0,31.758309527487558,26.0,30.5,0
18.0,26.20056787769428,20.0,27.5,1
21.0,27.52040090519005,22.0,28.5,1
19.0,25.72228378101629,20.0,27.5,1
20.0,26.51891518516673,20.0,27.5,1
23.0,27.999967329692005,24.0,29.5,1
22.0,29.147423973390303,24.0,29.5,1
27.0,29.876274204875717,26.0,30.5,0
23.0,27.702537936660054,24.0,29.5,1
20.0,26.5002502344458,20.0,27.5,1
29.0,32.95607888877473,26.0,30.5,0
24.0,28.26459847114848,24.0,29.5,1
22.0,28.96809353643196,24.0,29.5,1
20.0,27.27415076219348,20.0,27.5,1
24.0,29.708705012815088,26.0,30.5,1
19.0,25.64775034924237,20.0,27.5,1
26.0,30.313738226865723,26.0,30.5,1
26.0,30.127103751782556,26.0,30.5,1
22.0,28.90028489078253,24.0,29.5,1
24.0,29.09739081131936,24.0,29.5,1
21.0,26.87393305239917,22.0,28.5,1
18.0,25.687897328143524,20.0,27.5,1
21.0,27.234391800623907,22.0,28.5,1
24.0,29.764509882456842,26.0,30.5,1
23.0,28.153452833920536,24.0,29.5,1
30.0,30.713839317768432,26.0,30.5,0
21.0,26.532269222076657,22.0,28.5,1
18.0,26.271728804837505,20.0,27.5,1
24.0,28.510179270155284,24.0,29.5,1
24.0,29.011774682397043,24.0,29.5,1
26.0,29.471162808376537,26.0,30.5,1
21.0,26.774037612921063,22.0,28.5,1
19.0,25.54117767324099,20.0,27.5,1
21.0,28.425649488254358,22.0,28.5,1
26.0,31.219842526966765,26.0,30.5,0
24.0,30.372687642588367,26.0,30.5,1
25.0,30.022265282238685,26.0,30.5,1
22.0,29.484243986967833,24.0,29.5,1
19.0,25.97451290731003,20.0,27.5,1
27.0,31.554835667774885,26.0,30.5,0
30.0,31.72898698781949,26.0,30.5,0
26.0,30.801551370136192,26.0,30.5,0
26.0,31.10408505334568,26.0,30.5,0
18.0,26.436978391015202,20.0,27.5,1
24.0,29.432980929370473,24.0,29.5,1
27.0,30.408415976090918,26.0,30.5,0
22.0,27.729784489214875,22.0,28.5,1
27.0,30.162578862512905,26.0,30.5,0
22.0,27.923051284452285,22.0,28.5,1
21.0,26.660892990613533,22.0,28.5,1
25.0,28.907247726900025,26.0,30.5,1
22.0,28.032460899821043,22.0,28.5,1
24.0,27.865509713361597,24.0,29.5,1
25.0,29.119652305156965,26.0,30.5,1
25.0,28.617889892555027,26.0,30.5,1
18.0,26.077932812863963,20.0,27.5,1
