user_chest,user_length,cloth_chest,cloth_length,fits
18.0,26.381548684859986,20.0,27.5,1
30.0,30.773877411875148,26.0,30.5,0
21.0,28.417070353950436,22.0,28.5,1
22.0,28.34032650137675,22.0,28.5,1
21.0,26.717458615886912,22.0,28.5,1
20.0,26.79947717898786,20.0,27.5,1
23.0,28.85070475134803,24.0,29.5,1
25.0,28.966753024556198,26.0,30.5,1
26.0,30.011276314647994,26.0,30.5,1
27.0,30.01717923626086,26.0,30.5,0
22.0,29.400609635913757,24.0,29.5,1
27.0,29.906892456253093,26.0,30.5,0
20.0,26.918032920561348,20.0,27.5,1
23.0,28.410468747030702,24.0,29.5,1
22.0,27.689890038837,22.0,28.5,1
26.0,30.451437566762046,26.0,30.5,1
20.0,27.694879017488606,22.0,28.5,1
22.0,28.073514320584593,22.0,28.5,1
18.0,26.48453708891585,20.0,27.5,1
24.0,28.508612545032484,24.0,29.5,1
30.0,30.56032772995579,26.0,30.5,0
22.0,28.233582368219956,22.0,28.5,1
30.0,32.00327319152904,26.0,30.5,0
24.0,28.699766313957383,24.0,29.5,1
25.0,30.485871216943398,26.0,30.5,1
21.0,27.44637916260828,22.0,28.5,1
26.0,29.50313976597158,26.0,30.5,1
28.0,31.068839416335827,26.0,30.5,0
28.0,30.239762948436173,26.0,30.5,0
20.0,27.580412957096097,22.0,28.5,1
21.0,26.68064527716512,22.0,28.5,1
20.0,28.597687220128904,24.0,29.5,1
20.0,28.24506783989812,22.0,28.5,1
20.0,26.523527468628128,20.0,27.5,1
25.0,29.953981207079643,26.0,30.5,1
22.0,27.57161829041917,22.0,28.5,1
19.0,26.009919973494668,20.0,27.5,1
19.0,25.701093378982446,20.0,27.5,1
28.0,32.50809049386337,26.0,30.5,0
22.0,28.052302242409603,22.0,28.5,1
23.0,27.893314929595867,24.0,29.5,1
27.0,30.419023692125574,26.0,30.5,0
19.0,25.634157593486723,20.0,27.5,1
26.0,31.23077788444041,26.0,30.5,0
24.0,28.342109392659005,24.0,29.5,1
28.0,30.034311082820384,26.0,30.5,0
26.0,29.662088835097922,26.0,30.5,1
25.0,28.90402608375802,26.0,30.5,1
23.0,29.15650062867986,24.0,29.5,1
23.0,27.925033983407793,24.0,29.5,1
19.0,25.96088536664566,20.0,27.5,1
25.0,28.885298404299167,26.0,30.5,1
23.0,28.362129602694232,24.0,29.5,1
28.0,31.339747308983448,26.0,30.5,0
26.0,29.544814828606974,26.0,30.5,1
27.0,31.214153639902914,26.0,30.5,0
19.0,25.891735196502605,20.0,27.5,1
26.0,29.999898951706346,26.0,30.5,1
28.0,31.740043973372643,26.0,30.5,0
27.0,30.31825351039621,26.0,30.5,0
25.0,28.732286369725614,26.0,30.5,1
20.0,28.207399873289727,22.0,28.5,1
22.0,29.36767020268325,24.0,29.5,1
22.0,27.843074936613036,22.0,28.5,1
21.0,26.743626205974824,22.0,28.5,1
19.0,26.030217464699774,20.0,27.5,1
26.0,30.442347908604674,26.0,30.5,1
25.0,29.42686614871572,26.0,30.5,1
28.0,29.96104978371317,26.0,30.5,0
22.0,28.077915928929734,22.0,28.5,1
30.0,31.32679581577012,26.0,30.5,0
23.0,27.562028990939037,24.0,29.5,1
24.0,28.295381207523636,24.0,29.5,1
23.0,28.38408051195224,24.0,29.5,1
24.0,29.65237373132745,26.0,30.5,1
21.0,27.31020518147963,22.0,28.5,1
20.0,27.415681436458332,20.0,27.5,1
26.0,29.771482819305227,26.0,30.5,1
20.0,26.530930709397097,20.0,27.5,1
20.0,27.46441630234053,20.0,27.5,1
20.0,26.685873270141403,20.0,27.5,1
22.0,26.5383638798333,22.0,28.5,1
26.0,31.65529631111193,26.0,30.5,0
22.0,28.270659282328218,22.0,28.5,1
19.0,26.28475385908903,20.0,27.5,1
21.0,26.85197531390604,22.0,28.5,1
28.0,29.58613825111023,26.0,30.5,0
26.0,31.914253416247796,26.0,30.5,0
22.0,29.381333270307124,24.0,29.5,1
25.0,29.023420010534952,26.0,30.5,1
27.0,30.353569823618322,26.0,30.5,0
25.0,30.23644505849093,26.0,30.5,1
22.0,27.550138225527338,22.0,28.5,1
22.0,27.976581339788773,22.0,28.5,1
22.0,29.998412100011567,26.0,30.5,1
26.0,29.57487724159597,26.0,30.5,1
18.0,26.03093113241656,20.0,27.5,1
28.0,30.90653911855854,26.0,30.5,0
30.0,32.066319114908126,26.0,30.5,0
25.0,28.579748919383785,26.0,30.5,1
20.0,26.849276866972144,20.0,27.5,1
28.0,29.76488015628594,26.0,30.5,0
26.0,28.54985096908093,26.0,30.5,1
27.0,30.30954140101786,26.0,30.5,0
21.0,26.566656703409663,22.0,28.5,1
25.0,30.298212305227803,26.0,30.5,1
26.0,30.54990011979191,26.0,30.5,0
25.0,29.08352672370708,26.0,30.5,1
28.0,32.00881911341759,26.0,30.5,0
25.0,29.452147164642515,26.0,30.5,1
21.0,27.35092253286313,22.0,28.5,1
26.0,29.846044775655425,26.0,30.5,1
25.0,29.800444835472646,26.0,30.5,1
28.0,30.862354026525427,26.0,30.5,0
26.0,30.10052085959394,26.0,30.5,1
20.0,26.611914436689958,20.0,27.5,1
20.0,26.724511449857914,20.0,27.5,1
28.0,30.085362019247036,26.0,30.5,0
23.0,27.851720431637318,24.0,29.5,1
22.0,28.36056620638006,22.0,28.5,1
21.0,26.89059258871491,22.0,28.5,1
26.0,29.965628348376356,26.0,30.5,1
26.0,30.19308511324654,26.0,30.5,1
23.0,27.97870059176505,24.0,29.5,1
29.0,32.58833432974162,26.0,30.5,0
21.0,28.28805380628468,22.0,28.5,1
26.0,30.365415200265655,26.0,30.5,1
22.0,26.940771773388704,22.0,28.5,1
24.0,30.99485490072458,26.0,30.5,0
24.0,28.933816889259727,24.0,29.5,1
24.0,28.561941105888856,24.0,29.5,1
30.0,32.47019312002468,26.0,30.5,0
20.0,27.48835989841698,20.0,27.5,1
22.0,27.955029198858405,22.0,28.5,1
29.0,31.970502303932854,26.0,30.5,0
24.0,29.509144608827985,26.0,30.5,1
22.0,28.536658386258807,24.0,29.5,1
28.0,30.812120936347792,26.0,30.5,0
25.0,28.51860159553003,26.0,30.5,1
20.0,27.49972266879742,20.0,27.5,1
28.0,31.374305055691174,26.0,30.5,0
18.0,26.309792734186576,20.0,27.5,1
21.0,27.451060857495133,22.0,28.5,1
23.0,28.32692597842228,24.0,29.5,1
19.0,25.78846989058919,20.0,27.5,1
27.0,31.253365169383937,26.0,30.5,0
26.0,29.580813679300157,26.0,30.5,1
23.0,28.176897527867375,24.0,29.5,1
21.0,26.794817360305682,22.0,28.5,1
23.0,28.26002621803358,24.0,29.5,1
30.0,32.470360132204824,26.0,30.5,0
24.0,27.83537398446642,24.0,29.5,1
28.0,30.374406437622614,26.0,30.5,0
26.0,30.079441985317036,26.0,30.5,1
27.0,29.89590818103374,26.0,30.5,0
19.0,25.95434363076344,20.0,27.5,1
22.0,28.403196715423324,22.0,28.5,1
21.0,26.537871352095568,22.0,28.5,1
20.0,27.133656285144166,20.0,27.5,1
22.0,27.23773747025736,22.0,28.5,1
20.0,27.129788449604085,20.0,27.5,1
29.0,31.61881984359048,26.0,30.5,0
24.0,28.709628256067603,24.0,29.5,1
23.0,27.790383400340147,24.0,29.5,1
20.0,27.12995956615808,20.0,27.5,1
23.0,28.468994861407957,24.0,29.5,1
18.0,26.37096434027543,20.0,27.5,1
26.0,30.20680847457689,26.0,30.5,1
22.0,27.660835703029118,22.0,28.5,1
26.0,30.597092601708283,26.0,30.5,0
26.0,29.568695355988844,26.0,30.5,1
20.0,27.47276801278691,20.0,27.5,1
24.0,29.29412824977025,24.0,29.5,1
24.0,28.699482639519108,24.0,29.5,1
18.0,26.02090377896176,20.0,27.5,1
24.0,29.477419711910557,24.0,29.5,1
28.0,30.15222453719916,26.0,30.5,0
23.0,27.539928382569155,24.0,29.5,1
27.0,30.10107924896432,26.0,30.5,0
25.0,28.99228866789164,26.0,30.5,1
28.0,31.34919349139431,26.0,30.5,0
18.0,26.15787877812047,20.0,27.5,1
24.0,28.63604970332019,24.0,29.5,1
24.0,29.14947905006375,24.0,29.5,1
27.0,29.84199854639232,26.0,30.5,0
21.0,27.189795048860383,22.0,28.5,1
25.0,28.868439436105117,26.0,30.5,1
26.0,31.264201736244104,26.0,30.5,0
23.0,28.2804179174308,24.0,29.5,1
21.0,28.596202909589593,24.0,29.5,1
26.0,30.802603346986494,26.0,30.5,0
22.0,26.55724053915285,22.0,28.5,1
21.0,26.937933357567807,22.0,28.5,1
25.0,30.3876812299454,26.0,30.5,1
19.0,25.699215453240242,20.0,27.5,1
30.0,30.900852676547977,26.0,30.5,0
27.0,30.12966207840595,26.0,30.5,0
24.0,30.352067622337565,26.0,30.5,1
21.0,26.56668963450372,22.0,28.5,1
27.0,30.205714198654583,26.0,30.5,0
25.0,28.892773843462045,26.0,30.5,1
23.0,28.148329140478193,24.0,29.5,1
19.0,26.054136387910248,20.0,27.5,1
25.0,29.00917263329965,26.0,30.5,1
25.0,29.92601596505732,26.0,30.5,1
22.0,26.786126611538375,22.0,28.5,1
25.0,28.67408079561184,26.0,30.5,1
28.0,32.29326766629584,26.0,30.5,0
26.0,30.377376406163766,26.0,30.5,1
20.0,27.429006508008666,20.0,27.5,1
24.0,29.135624263663665,24.0,29.5,1
24.0,29.34193026583178,24.0,29.5,1
22.0,27.996435831150578,22.0,28.5,1
21.0,27.24957621804033,22.0,28.5,1
22.0,27.159586236043918,22.0,28.5,1
28.0,30.69637411030579,26.0,30.5,0
23.0,28.997942463966513,24.0,29.5,1
20.0,26.99820531487804,20.0,27.5,1
19.0,25.66590654853524,20.0,27.5,1
26.0,29.5203222498256,26.0,30.5,1
21.0,26.956078630639375,22.0,28.5,1
24.0,29.160926624576717,24.0,29.5,1
20.0,27.479086308833406,20.0,27.5,1
20.0,26.600780026398635,20.0,27.5,1
20.0,27.51392501570098,22.0,28.5,1
28.0,29.690189331187064,26.0,30.5,0
20.0,26.818507405729566,20.0,27.5,1
30.0,30.63929001355709,26.0,30.5,0
26.0,28.73400263905719,26.0,30.5,1
21.0,27.09693727685078,22.0,28.5,1
22.0,27.503909794451715,22.0,28.5,1
26.0,30.10355405048471,26.0,30.5,1
26.0,31.741987287352657,26.0,30.5,0
26.0,30.216329473936405,26.0,30.5,1
25.0,30.28196208616413,26.0,30.5,1
22.0,28.2824604074986,22.0,28.5,1
30.0,31.11017712818404,26.0,30.5,0
24.0,28.916466848274148,24.0,29.5,1
25.0,28.688542053853528,26.0,30.5,1
22.0,27.726754406579307,22.0,28.5,1
27.0,31.174106542872437,26.0,30.5,0
24.0,30.36544463919106,26.0,30.5,1
28.0,32.78944808902409,26.0,30.5,0
19.0,26.416514071775257,20.0,27.5,1
28.0,31.89243229923137,26.0,30.5,0
21.0,27.42352728679676,22.0,28.5,1
26.0,29.879857728559358,26.0,30.5,1
20.0,27.271601772097227,20.0,27.5,1
21.0,28.848980492202177,24.0,29.5,1
24.0,28.814311524116082,24.0,29.5,1
19.0,26.45889355598751,20.0,27.5,1
24.0,29.43194891707229,24.0,29.5,1
27.0,31.178690452204254,26.0,30.5,0
18.0,26.29043020284906,20.0,27.5,1
25.0,28.78681620093011,26.0,30.5,1
21.0,27.363507488322128,22.0,28.5,1
22.0,28.30779076141909,22.0,28.5,1
20.0,26.974617270260374,20.0,27.5,1
24.0,28.954970975005764,24.0,29.5,1
22.0,28.120977636174697,22.0,28.5,1
19.0,26.285251015729653,20.0,27.5,1
24.0,28.792666396509276,24.0,29.5,1
23.0,27.901974980152623,24.0,29.5,1
22.0,28.249220101354805,22.0,28.5,1
26.0,29.654559277604395,26.0,30.5,1
26.0,30.2550286148225,26.0,30.5,1
25.0,29.484209398415675,26.0,30.5,1
26.0,30.333385566396537,26.0,30.5,1
29.0,31.311925666671588,26.0,30.5,0
21.0,27.25219830879716,22.0,28.5,1
23.0,27.60839076045376,24.0,29.5,1
25.0,28.675357338784966,26.0,30.5,1
28.0,31.167077775081054,26.0,30.5,0
20.0,27.748498871973897,22.0,28.5,1
21.0,28.33685921304429,22.0,28.5,1
27.0,30.17405189834542,26.0,30.5,0
18.0,26.331246579519345,20.0,27.5,1
19.0,26.240781543856716,20.0,27.5,1
24.0,27.597642384360306,24.0,29.5,1
23.0,28.272555964265056,24.0,29.5,1
22.0,28.427137132130223,22.0,28.5,1
24.0,27.944972989167642,24.0,29.5,1
26.0,29.868246643917416,26.0,30.5,1
23.0,28.134114662193106,24.0,29.5,1
23.0,29.564794546101638,26.0,30.5,1
24.0,28.504683517165578,24.0,29.5,1
26.0,29.20304215333697,26.0,30.5,1
28.0,32.75221304153589,26.0,30.5,0
21.0,28.95992433640963,24.0,29.5,1
24.0,28.64475814032606,24.0,29.5,1
18.0,25.875070588700247,20.0,27.5,1
27.0,29.954663557113996,26.0,30.5,0
24.0,28.613844311503087,24.0,29.5,1
24.0,29.99592559060695,26.0,30.5,1
24.0,30.67502363951441,26.0,30.5,0
22.0,28.241226585835253,22.0,28.5,1
21.0,26.665987655162745,22.0,28.5,1
28.0,32.97474719055773,26.0,30.5,0
19.0,25.515485427631415,20.0,27.5,1
23.0,28.476507554146878,24.0,29.5,1
23.0,28.43521805517831,24.0,29.5,1
30.0,32.1460035447446,26.0,30.5,0
19.0,25.68061032300904,20.0,27.5,1
29.0,31.895948022789145,26.0,30.5,0
22.0,27.75222019623781,22.0,28.5,1
19.0,25.993233918495424,20.0,27.5,1
27.0,29.81030912401472,26.0,30.5,0
21.0,26.71163843803843,22.0,28.5,1
27.0,29.997333776149084,26.0,30.5,0
22.0,27.865152194354227,22.0,28.5,1
23.0,27.5555734167572,24.0,29.5,1
30.0,30.714081695022607,26.0,30.5,0
18.0,26.122237298761583,20.0,27.5,1
30.0,30.723163888377453,26.0,30.5,0
23.0,27.859568465611115,24.0,29.5,1
27.0,30.122031063092525,26.0,30.5,0
22.0,27.298248949784867,22.0,28.5,1
21.0,26.597875063515843,22.0,28.5,1
28.0,32.472076544202395,26.0,30.5,0
25.0,30.151570090726015,26.0,30.5,1
22.0,28.023752320588397,22.0,28.5,1
26.0,30.462697428693247,26.0,30.5,1
27.0,30.13477310454188,26.0,30.5,0
29.0,31.368446847415306,26.0,30.5,0
22.0,28.319497386441267,22.0,28.5,1
30.0,32.51045261000767,26.0,30.5,0
24.0,29.76960862677096,26.0,30.5,1
21.0,27.514940557980932,22.0,28.5,1
25.0,28.783840220879167,26.0,30.5,1
24.0,29.34105976390999,24.0,29.5,1
20.0,28.16166057866261,22.0,28.5,1
29.0,31.326137321793173,26.0,30.5,0
19.0,26.099404046741775,20.0,27.5,1
20.0,26.64792453078596,20.0,27.5,1
22.0,27.977031621068512,22.0,28.5,1
23.0,27.968562850026803,24.0,29.5,1
27.0,29.76223438335366,26.0,30.5,0
27.0,30.481145193442764,26.0,30.5,0
18.0,26.220881213855098,20.0,27.5,1
23.0,27.59876493359655,24.0,29.5,1
25.0,28.70731114705387,26.0,30.5,1
25.0,29.036524800951938,26.0,30.5,1
22.0,28.35314902361901,22.0,28.5,1
18.0,26.45740100038226,20.0,27.5,1
18.0,26.394821482829546,20.0,27.5,1
25.0,29.432206449797707,26.0,30.5,1
24.0,28.874388142978088,24.0,29.5,1
19.0,26.06304804328417,20.0,27.5,1
27.0,30.039657620738165,26.0,30.5,0
26.0,29.284591724531218,26.0,30.5,1
24.0,28.622406191669405,24.0,29.5,1
18.0,25.93930414782337,20.0,27.5,1
24.0,29.174444805279563,24.0,29.5,1
25.0,30.4818914875708,26.0,30.5,1
26.0,29.350825029283683,26.0,30.5,1
25.0,30.06518152839353,26.0,30.5,1
25.0,29.18605745177343,26.0,30.5,1
24.0,29.959408466354922,26.0,30.5,1
22.0,27.945036742994798,22.0,28.5,1
24.0,28.806964095239902,24.0,29.5,1
24.0,29.40619667770235,24.0,29.5,1
24.0,30.89190105787989,26.0,30.5,0
28.0,30.2383973757662,26.0,30.5,0
29.0,31.35180262245555,26.0,30.5,0
27.0,30.46721320829776,26.0,30.5,0
28.0,31.055395521105144,26.0,30.5,0
30.0,30.64965779191927,26.0,30.5,0
20.0,27.042862258887673,20.0,27.5,1
20.0,26.724472970454016,20.0,27.5,1
23.0,27.672086853245386,24.0,29.5,1
22.0,28.21118901699457,22.0,28.5,1
27.0,30.430834944970925,26.0,30.5,0
28.0,30.177957906145735,26.0,30.5,0
26.0,29.6899076892191,26.0,30.5,1
21.0,26.94744167381445,22.0,28.5,1
27.0,30.430838987175434,26.0,30.5,0
22.0,28.412459107511552,22.0,28.5,1
21.0,28.830881341245025,24.0,29.5,1
22.0,28.403542394265415,22.0,28.5,1
24.0,29.556370143020747,26.0,30.5,1
28.0,30.4931322958259,26.0,30.5,0
24.0,27.89253146298005,24.0,29.5,1
25.0,29.493901497172235,26.0,30.5,1
27.0,29.792399302749345,26.0,30.5,0
24.0,28.773516750467813,24.0,29.5,1
23.0,27.917975497929607,24.0,29.5,1
23.0,29.158590888468314,24.0,29.5,1
20.0,27.93655808353089,22.0,28.5,1
27.0,31.775698887765,26.0,30.5,0
22.0,27.91397601155134,22.0,28.5,1
26.0,29.56075076276325,26.0,30.5,1
21.0,27.006049233376665,22.0,28.5,1
21.0,27.468612599816854,22.0,28.5,1
23.0,28.119232213405535,24.0,29.5,1
22.0,28.56486129821397,24.0,29.5,1
24.0,28.684822296926153,24.0,29.5,1
27.0,30.726415634028704,26.0,30.5,0
18.0,26.35719315975612,20.0,27.5,1
21.0,27.491279152762228,22.0,28.5,1
20.0,27.22642075317858,20.0,27.5,1
24.0,30.64847560874172,26.0,30.5,0
25.0,28.97668452690451,26.0,30.5,1
19.0,26.475317725255827,20.0,27.5,1
27.0,31.880648316401455,26.0,30.5,0
21.0,27.235730391724594,22.0,28.5,1
23.0,28.115700531155394,24.0,29.5,1
18.0,25.772212697250406,20.0,27.5,1
30.0,32.14408005493059,26.0,30.5,0
20.0,27.11330911607957,20.0,27.5,1
28.0,31.916315807154216,26.0,30.5,0
24.0,29.188166940579976,24.0,29.5,1
26.0,30.32036567967627,26.0,30.5,1
25.0,29.1224966985563,26.0,30.5,1
29.0,32.36801786116578,26.0,30.5,0
22.0,29.525300867010486,26.0,30.5,1
24.0,28.03396456593422,24.0,29.5,1
22.0,28.55963580861416,24.0,29.5,1
18.0,26.162578908813096,20.0,27.5,1
22.0,27.971130226053273,22.0,28.5,1
25.0,29.370632614319724,26.0,30.5,1
22.0,27.36414354727763,22.0,28.5,1
24.0,27.97557790923827,24.0,29.5,1
21.0,28.010584647700345,22.0,28.5,1
19.0,25.969173511624064,20.0,27.5,1
22.0,29.0658603441895,24.0,29.5,1
22.0,27.920453476006283,22.0,28.5,1
24.0,28.912946762890897,24.0,29.5,1
24.0,29.06808346550215,24.0,29.5,1
24.0,29.44376584886822,24.0,29.5,1
18.0,26.323253205502546,20.0,27.5,1
23.0,28.360467424364447,24.0,29.5,1
23.0,27.556278630689345,24.0,29.5,1
28.0,29.85216469499972,26.0,30.5,0
26.0,29.51763958906177,26.0,30.5,1
20.0,27.24859181483403,20.0,27.5,1
22.0,27.755434548070767,22.0,28.5,1
26.0,30.139798052151093,26.0,30.5,1
21.0,27.495918979246134,22.0,28.5,1
25.0,29.20781773240433,26.0,30.5,1
26.0,29.870416512436773,26.0,30.5,1
29.0,31.141272401823606,26.0,30.5,0
20.0,27.285758154645187,20.0,27.5,1
19.0,26.009626627177624,20.0,27.5,1
28.0,30.496827413387543,26.0,30.5,0
25.0,28.970188768106166,26.0,30.5,1
21.0,26.524276889070297,22.0,28.5,1
19.0,25.738911779360997,20.0,27.5,1
18.0,25.65912115307513,20.0,27.5,1
25.0,29.66776731791508,26.0,30.5,1
25.0,28.679401434072048,26.0,30.5,1
28.0,31.370989622812253,26.0,30.5,0
20.0,27.618175259896184,22.0,28.5,1
25.0,28.641512402950028,26.0,30.5,1
20.0,27.082276241427834,20.0,27.5,1
25.0,29.086130502828773,26.0,30.5,1
24.0,30.88734432917241,26.0,30.5,0
22.0,29.999312228740184,26.0,30.5,1
24.0,28.37113053436797,24.0,29.5,1
24.0,28.75911036720818,24.0,29.5,1
22.0,29.523065390143238,26.0,30.5,1
20.0,27.948550102410426,22.0,28.5,1
20.0,27.441947257194315,20.0,27.5,1
28.0,31.571297662284245,26.0,30.5,0
24.0,28.519074874954207,24.0,29.5,1
19.0,25.699094124058227,20.0,27.5,1
19.0,26.166189334586537,20.0,27.5,1
28.0,31.01868589249049,26.0,30.5,0
24.0,27.583730062824408,24.0,29.5,1
21.0,27.070304710929353,22.0,28.5,1
24.0,29.143232489038347,24.0,29.5,1
26.0,30.27539670846057,26.0,30.5,1
28.0,30.138626251524883,26.0,30.5,0
27.0,29.740778132440454,26.0,30.5,0
27.0,30.304745323877807,26.0,30.5,0
25.0,29.34575284880095,26.0,30.5,1
30.0,30.74826117303305,26.0,30.5,0
22.0,29.37996008641748,24.0,29.5,1
27.0,30.459985518700215,26.0,30.5,0
25.0,29.652468376813776,26.0,30.5,1
21.0,27.10579414413009,22.0,28.5,1
20.0,26.64327114371994,20.0,27.5,1
20.0,27.72212446563038,22.0,28.5,1
26.0,29.51206775317701,26.0,30.5,1
25.0,30.168821108774917,26.0,30.5,1
30.0,32.496225815049925,26.0,30.5,0
26.0,28.823991970231965,26.0,30.5,1
22.0,27.585562043845503,22.0,28.5,1
24.0,29.31067793376021,24.0,29.5,1
24.0,28.758239420638333,24.0,29.5,1
20.0,26.89471255668886,20.0,27.5,1
22.0,27.536732814446548,22.0,28.5,1
27.0,29.620430581056002,26.0,30.5,0
27.0,29.627479748160148,26.0,30.5,0
22.0,28.410019472741933,22.0,28.5,1
23.0,28.242897266694243,24.0,29.5,1
24.0,28.509753242003583,24.0,29.5,1
26.0,29.762332960247917,26.0,30.5,1
25.0,30.851287534044037,26.0,30.5,0
25.0,28.62219995474058,26.0,30.5,1
22.0,27.06762549983868,22.0,28.5,1
20.0,27.471460205697536,20.0,27.5,1
21.0,27.20173245707745,22.0,28.5,1
22.0,28.483578093824338,22.0,28.5,1
28.0,31.963465701545996,26.0,30.5,0
25.0,29.01235081672079,26.0,30.5,1
22.0,28.357168436915703,22.0,28.5,1
26.0,30.470299699395973,26.0,30.5,1
26.0,30.539057588496554,26.0,30.5,0
23.0,28.538869130750406,24.0,29.5,1
29.0,31.10989813739576,26.0,30.5,0
25.0,28.95643335024257,26.0,30.5,1
24.0,29.00806267284233,24.0,29.5,1
19.0,26.13658312508698,20.0,27.5,1
24.0,30.992030393162842,26.0,30.5,0
20.0,27.182712912835687,20.0,27.5,1
22.0,27.934531740514736,22.0,28.5,1
27.0,29.73932014536261,26.0,30.5,0
18.0,25.847758912227995,20.0,27.5,1
23.0,28.309996729802517,24.0,29.5,1
26.0,29.847040881698565,26.0,30.5,1
19.0,26.155231943411085,20.0,27.5,1
29.0,32.62519937520455,26.0,30.5,0
28.0,30.99612312817685,26.0,30.5,0
21.0,27.39133613517546,22.0,28.5,1
20.0,26.555350845261646,20.0,27.5,1
29.0,30.79032262880022,26.0,30.5,0
27.0,30.011869330949086,26.0,30.5,0
26.0,30.34135286475656,26.0,30.5,1
18.0,26.29669103131523,20.0,27.5,1
22.0,28.429944176929084,22.0,28.5,1
27.0,30.191132946298318,26.0,30.5,0
26.0,30.37556479142785,26.0,30.5,1
26.0,30.188276390530234,26.0,30.5,1
21.0,28.115625358662882,22.0,28.5,1
22.0,27.13011928961979,22.0,28.5,1
29.0,30.866744376535546,26.0,30.5,0
27.0,31.887029523769396,26.0,30.5,0
27.0,30.090332082007183,26.0,30.5,0
22.0,27.978698752206014,22.0,28.5,1
23.0,29.07889126100449,24.0,29.5,1
26.0,29.672135670090498,26.0,30.5,1
28.0,31.00286637731477,26.0,30.5,0
20.0,27.121124312336782,20.0,27.5,1
21.0,27.078727141121767,22.0,28.5,1
25.0,29.028539175201292,26.0,30.5,1
25.0,28.748590330806163,26.0,30.5,1
29.0,30.87279777956844,26.0,30.5,0
22.0,27.337672968281247,22.0,28.5,1
22.0,27.60698330941831,22.0,28.5,1
26.0,29.700481122568092,26.0,30.5,1
20.0,26.699524517995393,20.0,27.5,1
26.0,30.1393568924906,26.0,30.5,1
26.0,29.968194562624305,26.0,30.5,1
23.0,27.53208957576869,24.0,29.5,1
27.0,30.477015608921878,26.0,30.5,0
24.0,28.599945014860527,24.0,29.5,1
26.0,29.537134821182132,26.0,30.5,1
24.0,30.433645239116906,26.0,30.5,1
21.0,26.502233688161837,22.0,28.5,1
28.0,29.79925960123653,26.0,30.5,0
27.0,29.794071068645405,26.0,30.5,0
18.0,25.939615417017944,20.0,27.5,1
20.0,26.982502804947835,20.0,27.5,1
22.0,28.731608405064478,24.0,29.5,1
26.0,30.1010515231222,26.0,30.5,1
18.0,25.762979643106807,20.0,27.5,1
22.0,26.834686997844294,22.0,28.5,1
19.0,26.445607828261256,20.0,27.5,1
22.0,27.95297550877118,22.0,28.5,1
26.0,30.383772743452912,26.0,30.5,1
24.0,27.684491791240482,24.0,29.5,1
23.0,28.65596144830144,24.0,29.5,1
27.0,30.24743258508787,26.0,30.5,0
25.0,30.24770874087765,26.0,30.5,1
