user_id,gender,age,waist,chest,hip,shoulder,height
204,M,26,39,44,33,15,65
205,F,40,27,37,49,16,68
206,M,31,30,44,30,19,71
207,M,37,33,37,30,14,61
208,M,57,30,43,45,18,68
209,F,38,31,40,32,19,71
210,M,27,38,41,32,21,66
211,F,33,33,31,39,14,61
212,M,50,34,35,36,19,67
213,M,41,31,37,49,20,64
214,F,23,31,48,31,15,69
215,F,49,31,36,48,17,68
216,F,46,30,31,36,21,71
217,F,31,35,46,32,17,63
218,M,46,33,41,32,14,66
219,M,38,30,41,35,18,59
220,M,51,25,33,46,16,62
221,F,52,36,36,48,16,69
222,F,29,30,49,44,18,67
223,M,30,32,32,48,21,58
224,M,44,37,41,43,18,68
225,M,29,32,38,43,19,66
226,F,33,26,35,44,15,65
227,M,49,24,44,32,14,72
228,M,25,38,31,37,20,68
229,M,57,37,37,35,14,70
230,M,40,29,36,49,16,61
231,F,20,25,38,45,16,59
232,F,51,32,35,47,17,73
233,F,50,38,40,35,16,58
234,M,54,24,40,39,20,68
235,M,38,27,38,39,19,70
236,M,52,33,31,34,14,75
237,F,52,30,37,37,19,61
238,F,24,32,44,37,15,60
239,F,41,36,32,35,14,58
240,F,35,33,37,34,18,58
241,F,55,38,44,49,14,72
242,F,33,38,32,37,16,63
243,F,43,39,31,47,18,58
244,M,26,28,45,43,20,66
245,F,54,34,49,39,21,66
246,M,49,24,48,36,16,75
247,F,23,35,30,36,15,74
248,F,18,33,30,45,16,61
249,M,31,39,37,45,15,73
250,M,22,35,34,31,15,60
251,F,39,39,41,34,14,58
252,F,39,37,44,45,19,72
253,M,56,39,48,36,18,58
254,M,50,24,42,31,14,69
255,F,19,26,48,46,16,67
256,F,32,30,36,42,21,75
257,F,34,37,47,43,14,62
258,F,24,34,30,34,17,68
259,F,31,32,34,33,18,61
260,M,22,35,47,43,18,72
261,F,41,24,45,42,21,62
262,M,48,33,44,36,17,71
263,M,55,29,36,35,20,70
264,M,51,35,37,37,19,62
265,F,35,39,30,38,19,61
266,F,28,32,31,44,17,62
267,M,36,25,32,36,17,65
268,M,40,33,40,31,21,61
269,F,27,31,44,31,17,58
270,M,26,38,38,41,17,67
271,F,48,32,40,45,14,66
272,F,39,39,45,34,18,66
273,F,22,26,39,30,20,68
274,M,52,30,32,45,16,68
275,F,51,35,43,31,16,75
276,F,56,35,48,41,19,65
277,M,25,29,43,46,19,61
278,M,21,25,41,31,17,66
279,M,31,30,33,38,14,62
280,M,26,30,35,47,14,73
281,F,42,35,37,38,19,59
282,F,58,26,42,40,21,71
283,M,21,24,38,31,21,65
284,M,30,30,43,47,17,71
285,M,42,24,40,31,19,59
286,F,31,39,49,46,15,70
287,M,18,26,47,41,20,66
288,M,57,30,48,43,19,58
289,M,47,27,45,30,19,60
290,F,48,38,44,32,16,66
291,F,36,28,33,41,20,64
292,M,35,30,43,31,21,68
293,M,27,39,43,37,20,67
294,F,55,36,46,32,18,60
295,M,48,34,44,42,21,65
296,M,34,26,49,33,17,72
297,F,59,31,44,33,14,58
298,M,55,32,48,48,16,65
299,M,49,26,32,48,20,58
300,M,58,33,33,42,15,71
301,F,56,39,36,31,16,65
302,F,41,30,33,40,14,68
303,M,40,32,38,45,17,64
304,F,41,33,30,32,17,70
305,M,58,38,37,49,15,71
306,M,26,27,49,31,17,63
307,M,26,34,48,33,17,61
308,M,35,28,35,38,18,66
309,M,59,34,41,33,17,60
310,F,40,24,34,37,20,59
311,F,46,33,39,39,19,65
312,M,39,29,37,47,17,69
313,F,34,35,32,48,17,65
314,F,49,39,49,31,15,63
315,M,55,37,30,44,18,70
316,M,52,27,42,43,19,58
317,F,35,25,31,32,16,75
318,M,36,36,32,31,20,63
319,M,18,38,42,44,19,69
320,M,32,33,43,30,20,73
321,M,28,31,44,35,21,59
322,M,46,24,33,38,20,74
323,M,40,35,40,30,19,70
324,M,20,37,39,30,17,66
325,F,53,37,47,47,16,67
326,F,38,35,46,39,20,75
327,F,47,39,35,43,14,63
328,F,19,26,38,31,19,59
329,F,29,28,34,46,16,58
330,M,33,32,34,30,18,69
331,F,48,33,35,46,17,58
332,F,44,39,43,44,15,67
333,M,22,25,36,38,16,65
334,F,22,25,34,49,17,67
335,M,20,35,32,45,17,72
336,M,25,33,44,31,15,63
337,F,42,26,33,31,16,69
338,F,53,36,33,40,16,67
339,F,57,36,45,36,18,63
340,F,51,28,46,48,16,75
341,F,38,39,40,47,14,64
342,M,26,33,30,49,15,73
343,F,24,25,33,30,15,66
344,F,53,38,35,38,15,72
345,M,33,39,32,36,18,69
346,M,39,36,48,38,15,63
347,F,25,30,49,49,16,62
348,F,57,38,43,41,20,63
349,F,49,29,44,40,16,67
350,M,27,27,49,33,19,63
351,M,22,28,36,37,16,65
352,M,44,32,49,45,20,65
353,F,41,39,47,33,16,60
354,M,27,27,49,49,17,65
355,M,22,32,35,42,21,74
356,F,33,24,48,31,15,74
357,M,55,31,46,33,15,68
358,M,40,34,44,33,14,69
359,M,56,29,39,41,14,64
360,F,51,26,34,41,19,66
361,M,28,32,34,49,15,68
362,F,42,38,39,46,19,60
363,F,49,30,40,43,21,70
364,M,50,36,45,39,16,67
365,F,35,33,31,49,17,64
366,M,31,30,31,38,21,58
367,M,56,38,44,30,18,60
368,F,27,29,40,48,20,59
369,F,30,29,43,32,20,63
370,M,39,32,44,41,16,58
371,F,36,26,42,45,20,60
372,M,41,32,48,42,15,75
373,M,31,31,30,32,19,66
374,F,22,24,45,39,19,62
375,F,28,31,40,36,20,72
376,M,40,37,30,47,15,68
377,M,30,29,48,40,21,62
378,F,28,39,47,32,15,58
379,F,24,37,36,35,14,62
380,M,35,32,44,48,16,66
381,M,31,25,35,46,19,73
382,M,34,27,36,34,15,67
383,F,52,39,48,47,14,68
384,M,49,33,37,40,14,67
385,F,27,29,34,41,20,69
386,F,41,25,34,36,21,58
387,F,21,27,31,38,17,58
388,M,46,32,44,36,19,75
389,M,33,30,33,31,15,58
390,M,28,26,37,30,18,62
391,F,58,36,49,34,21,66
392,F,32,32,36,48,19,65
393,F,34,33,46,36,15,66
394,M,55,30,45,32,14,73
395,M,35,26,37,36,20,67
396,M,56,33,49,49,15,61
397,M,33,31,32,42,21,63
398,F,25,32,43,48,15,61
399,F,24,32,49,40,19,69
400,M,22,39,35,40,16,69
401,F,22,39,34,40,20,69
402,M,46,27,40,41,15,70
403,F,19,38,34,49,15,66
404,F,55,33,38,38,15,62
405,F,27,36,47,36,21,71
406,M,52,37,45,42,16,62
407,F,57,34,39,48,15,65
408,M,39,37,40,42,18,68
409,F,40,28,31,44,21,75
410,F,56,32,40,34,18,62
411,M,37,29,34,33,15,75
412,M,29,27,40,46,15,60
413,M,42,39,42,46,14,73
414,M,55,28,41,43,18,68
415,F,31,37,37,45,16,61
416,M,22,26,40,47,16,70
417,F,18,28,45,34,20,74
418,M,50,26,46,47,17,68
419,F,20,29,47,40,21,61
420,M,41,25,46,35,21,65
421,F,33,26,42,30,20,60
422,F,21,32,43,48,17,68
423,M,42,26,35,48,18,72
424,F,26,38,36,39,19,69
425,M,58,37,36,36,21,66
426,M,45,36,48,38,18,58
427,M,44,34,39,45,17,60
428,F,55,31,34,35,14,73
429,F,24,31,42,43,19,65
430,F,18,27,49,43,14,71
431,M,51,39,48,44,20,74
432,F,22,33,38,31,17,69
433,M,46,29,40,46,18,67
434,F,29,39,48,31,18,59
435,M,48,37,43,39,20,72
436,F,43,36,32,43,20,64
437,M,58,25,34,39,16,64
438,M,51,24,32,46,14,62
439,F,44,31,35,34,17,62
440,M,50,33,30,47,19,61
441,M,20,38,39,44,17,58
442,M,56,27,31,43,14,66
443,M,44,38,41,31,16,73
444,M,54,37,48,35,19,75
445,F,54,37,49,40,16,64
446,F,45,24,45,38,17,73
447,F,58,25,41,33,18,64
448,F,28,28,36,42,18,74
449,M,40,27,44,46,14,73
450,F,50,31,37,39,15,62
451,M,35,38,36,32,21,75
452,F,37,35,36,47,17,68
453,F,21,26,40,48,19,71
454,M,19,29,39,39,20,66
455,M,31,34,42,34,21,64
456,F,32,26,33,46,16,73
457,F,44,36,43,34,14,70
458,M,26,30,45,40,21,72
459,F,47,30,48,42,14,74
460,F,49,27,48,35,16,65
461,F,59,34,40,31,19,61
462,F,20,36,46,47,21,74
463,M,24,37,35,39,19,66
464,F,22,25,46,40,20,70
465,F,57,39,42,43,19,65
466,F,52,25,45,42,20,58
467,F,56,24,41,46,17,74
468,M,39,31,48,35,20,73
469,F,56,39,44,43,14,75
470,F,45,32,40,38,19,66
471,M,44,36,30,33,17,69
472,M,26,37,31,42,20,73
473,F,32,38,40,46,20,61
474,F,24,29,39,40,19,63
475,F,54,36,45,33,15,68
476,F,30,24,41,44,16,62
477,F,41,36,34,35,20,64
478,M,25,33,43,35,18,62
479,F,59,32,44,32,19,70
480,M,42,34,45,34,15,66
481,M,24,28,48,38,15,63
482,F,35,38,37,33,17,69
483,F,36,29,35,35,20,69
484,F,21,24,47,30,19,68
485,F,42,35,34,31,17,63
486,M,33,38,38,38,17,61
487,M,37,33,40,43,18,66
488,F,56,33,45,39,18,65
489,M,53,28,43,31,20,70
490,F,22,34,35,36,14,66
491,F,55,25,41,34,14,70
492,F,31,35,38,46,14,71
493,M,45,31,45,30,19,71
494,M,55,36,46,32,17,74
495,F,30,36,45,35,16,72
496,F,21,31,44,35,17,58
497,F,31,27,32,49,15,58
498,F,39,27,43,30,18,66
499,M,54,29,41,45,16,71
500,M,40,25,41,46,19,71
501,M,52,32,39,39,15,73
502,M,57,27,39,47,15,63
503,F,32,35,40,32,17,69
504,M,57,27,45,35,15,73
505,M,40,35,32,31,15,59
506,M,46,37,46,41,15,74
507,F,44,32,49,41,20,67
508,F,37,33,47,36,16,70
509,M,37,38,34,39,15,71
510,M,27,28,35,45,17,68
511,F,28,27,34,39,15,66
512,M,28,36,34,44,15,70
513,M,52,35,39,42,14,59
514,M,41,27,49,43,14,64
515,F,29,25,41,41,20,68
516,F,43,27,47,33,17,62
517,F,37,31,39,36,17,62
518,M,54,31,31,37,19,67
519,F,42,31,45,49,21,70
520,M,18,33,45,35,20,67
521,F,28,38,36,37,15,69
522,M,39,38,30,33,14,73
523,F,41,25,39,46,20,73
524,M,43,30,42,44,14,66
525,F,48,25,44,44,19,63
526,F,18,36,46,49,14,63
527,M,51,37,46,43,16,64
528,F,53,24,42,41,21,61
529,F,54,32,38,38,20,58
530,M,36,32,47,46,17,70
531,M,39,25,37,35,19,68
532,M,41,24,39,47,18,63
533,M,38,38,45,43,15,72
534,F,49,30,36,44,14,72
535,M,25,30,36,46,14,65
536,F,25,31,36,37,16,64
537,F,46,36,42,37,21,68
538,F,43,32,41,46,16,68
539,F,48,29,44,36,20,59
540,F,24,33,45,37,18,65
541,M,58,36,47,40,14,60
542,F,48,36,40,46,16,68
543,F,47,32,36,38,20,66
544,M,29,27,40,36,17,61
545,M,22,31,39,38,16,75
546,F,41,25,40,44,20,73
547,F,50,24,38,48,21,58
548,M,28,26,38,41,18,63
549,M,44,25,36,42,19,60
550,M,56,29,46,34,19,71
551,F,44,37,38,35,20,75
552,F,35,27,43,46,21,64
553,F,58,39,40,39,18,71
554,F,23,24,45,34,20,59
555,F,42,38,41,34,18,75
556,M,18,28,46,35,17,60
557,F,30,29,48,45,16,69
558,F,57,28,37,49,21,75
559,M,41,28,37,41,15,60
560,M,21,29,39,41,19,68
561,F,26,30,33,49,18,73
562,M,39,33,39,31,17,69
563,F,53,27,43,49,19,66
564,M,29,36,40,33,19,61
565,M,57,31,33,42,18,62
566,M,57,24,42,36,15,71
567,M,32,31,32,34,15,61
568,M,20,25,30,33,17,70
569,M,32,38,33,35,19,75
570,F,58,34,44,36,21,70
571,F,25,38,42,33,19,58
572,F,47,35,36,33,17,66
573,F,32,39,46,32,14,70
574,F,57,36,38,38,18,64
575,F,35,36,33,38,16,59
576,M,37,31,34,35,15,59
577,M,26,24,49,31,20,67
578,M,45,25,39,34,20,75
579,F,33,26,36,42,15,60
580,M,54,35,49,40,18,60
581,F,46,38,34,38,14,62
582,F,55,37,46,40,18,65
583,M,52,25,42,35,18,74
584,F,46,34,39,42,16,58
585,F,58,31,48,36,17,59
586,M,40,26,30,31,17,62
587,M,56,26,37,33,15,65
588,F,35,33,40,43,16,59
589,M,32,26,47,43,20,59
590,M,41,39,35,35,16,62
591,M,18,28,39,43,17,75
592,F,55,36,43,35,18,62
593,F,32,30,39,34,18,58
594,M,52,26,49,36,17,69
595,F,52,33,49,32,19,62
596,M,20,33,35,48,20,68
597,F,55,24,46,44,16,58
598,F,22,32,33,44,14,60
599,M,58,38,35,44,14,60
600,F,30,34,33,30,19,75
601,M,35,34,30,32,19,73
602,F,41,34,45,39,17,75
603,F,23,31,45,35,14,68
604,F,55,34,42,39,20,60
605,M,54,34,48,43,18,65
606,F,58,29,38,35,16,70
607,M,46,31,31,40,17,63
608,F,34,29,38,49,14,60
609,M,52,36,40,33,19,72
610,F,27,26,46,39,16,65
611,F,58,37,49,38,14,63
612,F,21,35,37,30,19,63
613,F,54,30,34,35,14,58
614,F,41,27,44,41,17,69
615,F,28,28,42,45,15,74
616,M,38,34,32,38,16,62
617,M,56,32,45,42,17,69
618,M,46,39,33,40,17,67
619,F,51,35,33,46,14,64
620,M,29,35,39,31,16,67
621,F,57,36,35,42,20,60
622,M,26,29,47,37,20,61
623,M,59,31,33,46,16,71
624,F,34,38,49,38,17,70
625,F,41,24,30,34,15,75
626,F,52,37,41,46,20,70
627,F,31,28,31,43,19,72
628,F,22,39,40,45,14,74
629,M,51,36,44,46,21,74
630,F,18,28,48,37,21,72
631,F,28,26,30,39,14,73
632,F,53,39,44,35,17,68
633,F,49,28,33,33,20,62
634,F,34,34,46,35,20,66
635,M,23,26,48,34,15,65
636,F,31,39,37,40,17,75
637,F,42,26,33,40,14,71
638,M,20,31,45,34,19,58
639,M,31,30,42,49,17,66
640,M,30,30,34,47,20,68
641,F,30,32,45,47,20,58
642,F,27,29,49,33,21,68
643,F,41,28,39,48,14,68
644,F,30,39,49,36,21,70
645,F,29,32,41,45,15,73
646,F,23,35,48,33,15,72
647,F,54,32,34,48,15,63
648,M,32,28,32,41,17,71
649,M,52,31,41,35,20,68
650,F,46,25,44,45,18,74
651,F,42,31,37,44,15,64
652,F,42,28,32,34,14,68
653,F,31,31,45,46,16,61
654,F,29,28,31,35,18,66
655,M,38,32,48,33,15,59
656,F,51,31,47,33,15,71
657,M,21,30,47,35,18,61
658,M,53,30,47,39,21,74
659,M,52,36,45,44,16,60
660,F,48,35,34,36,16,69
661,M,37,36,39,32,16,69
662,M,31,26,42,49,14,58
663,M,20,24,38,39,14,69
664,M,55,29,32,47,21,71
665,F,18,29,37,38,17,72
666,M,37,29,47,39,17,72
667,M,44,25,34,38,17,71
668,F,35,35,45,39,16,71
669,M,52,30,30,33,19,73
670,F,27,31,39,42,21,66
671,M,53,33,41,36,20,63
672,F,44,30,47,44,15,70
673,M,44,35,34,39,21,72
674,M,29,34,39,36,15,63
675,F,43,31,43,30,17,67
676,M,28,33,37,41,16,63
677,F,29,24,30,31,18,68
678,F,36,24,43,42,18,61
679,M,41,34,39,37,14,67
680,F,34,26,39,39,19,65
681,F,48,32,38,32,19,73
682,F,40,38,37,40,16,69
683,M,58,25,46,38,17,64
684,F,35,29,45,48,18,58
685,M,19,37,30,30,14,60
686,F,28,33,34,34,16,67
687,F,56,29,34,46,20,65
688,M,28,25,46,34,17,70
689,F,34,25,48,31,16,72
690,M,50,29,40,42,19,75
691,F,55,32,31,49,17,61
692,F,24,33,40,39,20,67
693,M,25,34,39,41,16,61
694,F,56,38,48,47,21,74
695,M,41,31,36,35,20,67
696,F,27,24,48,43,21,61
697,M,41,32,33,33,19,61
698,M,23,28,36,41,16,60
699,M,26,36,38,44,14,67
700,M,43,37,37,40,20,73
701,F,57,24,41,48,18,69
702,M,23,31,30,43,14,63
703,M,20,33,39,38,14,64
704,F,34,31,38,31,15,66
705,M,38,38,34,39,19,67
706,F,24,27,36,46,21,58
707,F,31,36,41,32,20,66
708,M,41,39,35,39,16,62
709,M,30,38,32,36,18,72
710,M,26,32,39,44,17,74
711,M,20,36,37,44,18,67
712,F,25,31,37,37,16,69
713,F,50,32,40,30,21,60
714,F,22,37,45,35,20,66
715,M,49,39,32,31,21,71
716,F,32,32,33,45,19,66
717,F,40,34,45,31,21,72
718,F,30,34,31,49,14,70
719,M,19,28,40,31,19,65
720,F,21,28,32,35,16,69
721,M,49,28,41,41,19,75
722,M,56,24,45,34,15,63
723,F,35,35,47,40,16,75
724,F,56,31,40,31,15,59
725,M,31,25,47,33,14,60
726,M,56,35,31,47,17,65
727,M,23,37,41,39,20,63
728,F,50,26,36,49,20,65
729,F,18,36,35,32,19,65
730,F,46,34,48,44,14,70
731,F,38,31,35,34,18,61
732,F,55,34,43,35,21,61
733,F,57,34,35,44,14,66
734,F,43,26,40,33,21,58
735,M,41,29,33,44,18,60
736,F,31,37,42,42,14,63
737,F,25,30,42,39,21,60
738,M,20,39,33,45,18,75
739,F,34,32,43,30,16,69
740,M,59,32,43,45,17,66
741,F,51,25,36,49,17,61
742,M,50,37,32,32,15,67
743,M,56,34,43,40,16,69
744,F,53,24,38,44,17,60
745,M,27,29,30,49,14,60
746,F,27,24,36,36,18,65
747,M,45,33,40,45,20,64
748,M,23,37,49,44,19,58
749,F,32,27,40,43,17,68
750,F,52,28,37,49,16,71
751,M,59,27,36,46,16,58
752,F,26,32,36,44,21,67
753,M,24,24,35,33,19,69
754,F,47,35,36,46,16,63
755,M,44,36,46,45,17,72
756,M,20,38,40,30,20,64
757,M,38,24,44,34,20,72
758,M,40,36,42,48,16,62
759,F,38,38,43,33,14,58
760,F,42,29,37,35,19,62
761,F,25,27,46,32,15,63
762,F,18,39,49,35,15,72
763,M,54,39,45,47,21,69
764,F,51,38,30,30,17,60
765,F,32,24,41,37,19,61
766,M,41,30,47,48,17,62
767,F,35,35,39,46,21,71
768,F,55,27,33,37,21,62
769,F,20,26,47,31,20,59
770,F,32,28,41,43,15,69
771,F,57,31,38,40,16,74
772,M,36,29,49,31,17,74
773,F,51,34,48,31,15,63
774,M,59,34,35,32,19,67
775,F,33,35,32,36,16,60
776,F,28,38,43,37,20,66
777,F,24,37,33,35,21,68
778,F,22,37,30,41,19,63
779,F,47,29,33,35,15,58
780,M,30,30,43,48,15,69
781,M,22,37,42,35,16,72
782,M,34,32,38,47,16,63
783,M,56,27,36,39,18,66
784,M,54,39,42,37,16,69
785,M,32,31,32,42,18,65
786,F,32,35,47,42,18,67
787,M,19,28,34,46,19,73
788,F,59,38,33,34,18,68
789,F,43,28,35,33,14,71
790,F,33,36,43,32,18,74
791,F,42,37,48,42,18,72
792,F,18,33,44,30,14,66
793,M,29,28,30,33,15,67
794,M,39,26,46,37,19,72
795,M,28,38,31,31,17,66
796,M,57,25,38,41,14,70
797,M,53,33,31,44,20,64
798,M,56,25,34,42,14,62
799,M,39,27,46,40,20,69
800,M,25,32,37,44,19,69
801,M,23,25,33,40,17,68
802,M,41,38,33,37,17,70
803,F,57,27,38,44,20,61
804,F,50,37,38,39,16,65
805,F,25,25,43,31,16,73
806,F,51,24,45,30,20,58
807,M,58,36,30,35,21,59
808,F,56,38,38,31,20,75
809,M,18,35,41,40,14,74
810,F,34,38,36,37,21,74
811,F,41,28,34,48,16,63
812,M,30,35,32,41,21,59
813,M,31,30,42,40,20,62
814,M,58,30,46,37,16,59
815,M,57,35,32,32,17,63
816,F,37,38,48,30,14,60
817,M,23,28,46,46,17,58
818,F,38,24,49,32,20,75
819,M,57,26,44,33,20,59
820,M,23,24,46,36,18,62
821,F,56,39,48,35,16,74
822,M,59,38,31,49,16,63
823,M,43,39,46,49,15,58
824,F,22,36,31,41,15,61
825,F,53,37,48,49,17,59
826,F,28,25,40,47,18,71
827,F,18,34,30,45,16,61
828,F,56,26,33,48,21,61
829,F,31,31,43,39,15,69
830,F,55,31,44,46,14,67
831,M,47,31,46,43,17,65
832,M,33,25,32,42,20,69
833,F,37,29,41,48,20,58
834,F,43,25,45,40,14,75
835,F,32,37,34,31,16,70
836,F,45,31,42,47,21,66
837,M,47,30,30,34,19,65
838,M,31,26,39,36,20,59
839,F,58,32,49,36,14,73
840,M,53,32,37,31,17,72
841,M,47,35,31,34,20,61
842,F,31,37,36,39,19,65
843,F,54,30,39,30,16,73
844,F,47,28,46,43,20,72
845,M,47,32,37,38,17,70
846,F,38,36,40,48,20,64
847,F,29,39,38,45,15,74
848,F,30,38,36,42,16,69
849,F,55,26,32,31,20,69
850,M,19,25,42,30,18,74
851,F,28,32,35,42,15,74
852,F,52,36,39,41,18,69
853,F,57,29,43,36,16,58
854,F,49,24,31,44,21,64
855,F,38,24,39,43,20,71
856,F,26,27,33,30,20,68
857,F,23,30,44,48,20,60
858,F,24,33,44,47,16,70
859,M,30,24,48,44,21,71
860,F,49,30,40,30,21,68
861,F,44,29,45,36,15,59
862,F,28,38,44,33,19,71
863,M,29,31,45,39,15,72
864,M,25,35,49,48,16,66
865,F,31,26,44,39,19,64
866,F,26,32,33,33,17,60
867,M,44,33,39,31,14,68
868,M,27,27,36,45,19,61
869,M,52,26,36,48,21,73
870,F,31,39,33,34,17,67
871,F,58,30,43,48,21,58
